filename,gt,crnn_pred,tess_pred
00232,ព័ន្ធដាម,ព័ន្ធដាម,រ៉័ន្ធមាយ
00233,។តើកត្តាអ្វីខ្លះ,។តើកត្តាអ្វីខ្លះ,។កើកត្តាអ្វីខ្លះ
00234,អនិច្ចំ,អនិច្ចំ,នចំ
00235,ដាក់ ភ្លើង បំភ្លឺ,ដាក់ ភ្លើង បំភ្តឺ,នាក់ ភ្លើន ប័ត្ន័
00236,ដែល មាន លំហូរ ទឹក សាប លើ,ដែល មាន លំហូ ទឹក សាប លើ,ដែល មាន លំហូរ ទឹក សាប លើ
00237,ចូរ ឱ្យ ឧទាហរណ៍ ។,ចូរ ឱ្យ ឧទាហរណ៍ ។,ចូខ ឱ្យ ឧមាហ8យ៉ 7
00238,ត្រឹប,ត្រឹប,ត្រ
00239,ការជោគជ័យឡើងវិញ,ការជោគជ័យឡើងវិញ,ការនោគជ័យឡើដវិញ
00240,មាន ព្រំប្រទល់,មាន ព្រប្រទល់,មាន (ទល់
00241,លោង,លោង,លោន៍
00242,ចង់ បោក ក្បាល នឹង គ្រែ   មាន,ចង់ បោក ក្បាល នឹង គ្រែ   មាន,ចង់ បោក ក្បាល នឹងគ្រែ មាន
00243,ឈរឈ្មោះ អោយ គេ បោះឆ្នោត សិទ្ធិ បង្កើត សមាគម   ឬ គណបក្ស នយោបាយ សិទ្ធិ,ជជូរអ្តប៉ំច៉ែនទ បុងឋួងជៈបរំ,ឈរឈ្មោះ អោយ គេ បោះឆ្នោត សិទ្ធិ បង្កើត សមាគម ឬ គណបក្ស នយោបាយ សិទ្ធិ
00244,ចេញពី,ចេញពី,ចេញពី
00245,យានយន្ត ផ្ទាល់ខ្លួន   គួរតែ ទិញ ពី ផ្សារ កំពត,យ្លញស្ុ លើ ទ លី ប្ាសា់,យានយន្ត ផ្ទាល់ខ្លួន គួរតែ ទិញ:ពី'ផ្សារ កំពត :
00246,ងេកងោក,ងេកងោក,ណណ
00247,  មាន ភាពភ័យខ្លាច   ភាព តក់ស្លុត   រស់ នៅ មិន ស្ងប់,?ាកាល្មួរ ការ់ប្ូ ងៅើសងម្បង,_មាន ភាពភ័យខ្លាច ភាព តក់ស្លុត រស់នៅមិន ស្ងប់
00248,ថា ការ,ថា ការ,ចា ការ
00249,កសិកម្ម   និង ឧស្សាហកម្ម ។ តើ,កសិម្   និង ឧស្សាហកម្ម ។ តើ,
00250,គ្រោត,គ្រោត,ត្រាត
00251,តែ នៅ សម័យ បច្ចុប្បន្ន,តែ នៅ សម័យ បច្ចុប្បន្ន,តែ‹នោយបយ បច្ចុប្ឃន្ន
00252,ចុះ មាន៖ ការរាតត្បាត រុករាន ទន្ទ្រាន ពីសំណាក់ ជនជាតិ ដទៃ,ទួខះ៖?បាជ្រការញូចើៃហានងអំង់,ចុះ មាន៖ ការរាតត្បាត រុករាន ទន្ទ្រាន ពីសំណាក់ ជនជាតិ ដទៃ
00253,របស់ ខ្លួន និង,របស់ ខ្លួន និង,9បស់ ខ្លួន នប
00254,ខាងក្រោម៖ពន្លឺ,ខាងក្រោម៖ពន្លឺ,ខាន៏គ្រោ ម»
00255,ធនធានអ្វីខ្លះ?តើ,ធនធានអ្វីខ្លះ?តើ,ៗនៗានអ៉ូខ្លះ?(គិ
00256,កាប៉ូរាល់ ។ តើ,កាប៉ូរាល់ ។ តើ,ការ៉ូ ។ ធី
00257,គ្នាមើលមុខ,គ្នាមើលមុខ,គ្នាមើលខុំខ
00258,ភគិនី,ភគិនី,ភគិនី
00259,  ចូរ រៀបរាប់ ។ គម្ពីរ វេទ ចែកចេញ ជា៤ ផ្នែក គឺ ឫគ្វេទ ឬ   ឫគវេទ,ទូចួលប អ្តវេរញ ្កសំបរ្យ មរ,ចូរ រៀបរាប់ ។ គម្ពីរ វេទ ចែកចេញ ជា៤ ផ្នែក គឺឬគ្វេទ ឬ ឬគវេទ
00260,គឺ លំនាំ នៃ,គឺ លំនាំ នៃ,គឺ លំនាំ'“ន
00261,មាន ប្រយោជន៏ យ៉ាង ធំ ដល់ ពួក,មាន ប្រយោជន៍ យាង ធំ ដល់ ពួក,រានប្រយោជន៏ យ៉ាង ធំ ដល់ ពួ៥
00262,គ្រវែង,គ្រវែង,ច្រេះ
00263,ប៉ផ្ដៀច,ប៉ផ្ដៀច,ប់ទ្ឋិច
00264,ដៃ គួ រួមភេទ ច្រើន ព្រោះ,ដៃ គ្ង រួមភេទ ច្រើន ព្រោះ,)ន គួ រួមភ# ឈីី& ព្រោះ
00265,បញ្ជី បោះឆ្នោត ។ ការបោះឆ្នោត អសកល អ្នក មាន សិទ្ធិ បោះឆ្នោត គឺជា តំណាងរាស្ត្រ ក្នុង តំណែង,បុចូរអចូចូតអច៉បចូាងជភ្លូចាៈ,បញ្ជី បោះឆ្នោត ។ ការបោះឆ្នោត អសកល អ្នក មាន សិទ្ធិ បោះឆ្នោត គឺជា តំណាងរាស្ត្រ ក្នុង តំណែង
00266,ស្វីស   ទង់ កាកបាទ ក្រហម យក តាម លំនាំ ទង់ជាតិ ស្វីស,គុ កពកសរេៈ ក អំ់អំ្ថល,ស្វីស ទង់ កាកបាទ ក្រហម យក តាម លំនាំ ទង់ជាតិ ស្វីស
00267,តើ ព្រហ្ម មុខ បួន នៅ ប្រាសាទ បាយ័ន មាន អត្ថន័យ យ៉ាងណា ខ្លះ ?   ប្រាសាទ,ី ៣ ខ ១។ប់នេ្ុៈ។១។ព ។ ។ ៨,គើព្រហ្ម មុខ បួន នៅ ប្រាសាទ បាយ័ន មាន អត្ថន័យ យ៉ាងណាខ្លះ ? ប្រាសាទ
00268,សិលា ប្រែ កំណើតៈ កើត ពី,សិលា ប្រែ កំណើតៈ កើត ពី,សិលា ប្រៃ កំណើត: កើត ពី
00269,ពីឆ្នាំ១៨៤០ដល់ឆ្នាំ១៨៦០តើ,ពីឆ្នំ១៨៤០ដល់ឆ្នាំ១៨៦០តើ,ពើភ្នំ១៨៤០នស់ភ្នំ១៨៦០ី
00270,អ្នកកុំឲ្យឆ្លង,អ្នកកុំឲ្យឆ្លង,អ្ចកកុំខ្យឆ្លន់
00271,ថ្ងៃខែឆ្នាំ,ថ្ងៃខែឆ្នាំ,ថ្ងៃខែឆ្នាំ
00272,កន្ទីងរីង,កន្ទីងរឹង,នរី
00273,នារទ       ១៤.ព្រះពុទ្ធ,នារទ ១៤.ព្រះពុទ្ធ,នារទ  ១៤.ព្រះពុទ្ធ
00274,ច្រឡំ,ច្រឡំ,នំ
00275,គូឆាយ,គូឆាយ,ឆាយ
00276,មនោ) ឲ្យ ជ្រះថ្លា,មនោ ឲ្យ ជ្រះថ្លា,(នា) ឲ្យ ជ្រះថា
00277,ចំណុក,ចំណុក,ចំពុក
00278,ខ្ពស់ ជាង ដូច្នេះ ? បានជា,ខ្ពស់ ជាង ដូច្នេះ ? បានជា,ខ្វសំ ជាប ដូ(ថ្នេះ ? បានជា
00279,នានា   និង រដ្ឋាភិបាល ដើម្បី,នា   និង ជដ្ឋភិបាល ដើម្បី,នានា និង រដ្ឋាភិបាល ដើម្បី
00280,តើ អាស៊ាន មាន បាវច,តើ អាស៊ាន មាន បារច,តើ អាស៊ាន មាន បារច
00281,ខេត្តអភិបាលក្រុង-ស្រុក-,ខេត្តអភិបាលក្រុង ស្រុក-,ខេត្តអកិបាលក្រុង-ស្រុក-
00282,មិនហ៊ានសារភាពគេ,មិនហ៊ានសារភាពគេ,សិនហ៊ានសារភាពគេ
00283,រដ្ឋ,រដ្ឋ,រន
00284,ត្រហេបត្រហប,ត្រហេបត្រហប,ត្រ(ហបត្រហ។
00285,គ្មាន ដែន កំណត់ ពេលវេលា ហើយក៏ ងាយ បាត់ ទៅវិញ ដែរ ។ អ្នក,ខៃរបំអរលេប៉់នោ នៅំ្ម័ង (ុ,ដែន កំណត់ ពេលវេលា ហើយក៏ ងាយ បាត់ ទៅវិញ ដែរ ។ អ /
00286,ទទ្រើត,ទទ្រើត,ទត
00287,ស៊ប់,ស៊ប់,ស៊ប់
00288,តោករខោក,តោករខោក,់តាក2(វាក
00289,អ្វី ? ហើយ,អ្វី ? ហើយ,ជី ? ហីយ
00290,អ៊ុង៉ាៗ,អ៊ុងាំៗ,ុយ៉ាៗ
00291,សាលារៀន ចូលរួម សាងសង់,សាលារៀន ចូលួម សាងសង់,សាលារៀន ចូលរួម សាងសង់
00292,ក្រាម,ក្រាម,ក្រាម
00293,ដង ព្រែក,ដង ព្រែក,នង ព្រែក
00294,ដែល អាច រំខាន ដល់ សន្ដិភាព   និង សុខដុមរម្យ,ងល ា ា ស ្តិព  នម បុបមេយ,ដែល អាច រំខាន ដល់ សន្តិភាព និង សុខដុមរម្យ
00295,ច្បាប់ មនុស្សធម៌,ច្បាប់ មនុស្សធម៌,ច្បាប់ មនុស្សឆន
00296,បាមោជ្ជ,បាមោជ្ជ,៉ាហដ្ឋ
00297,ទៅ ធ្វើការ ឬ,ទៅធ្វើការ ឬ,ទៅន្វើការ ឬ
00298,ជានិច្ចចំពោះ,ជានិច្ចចំពោះ,ជានិច្ចចំពោះ
00299,ប៉ុន្តែ ប្រព័ន្ធ បែប នេះ,ប៉ុន្តែ ប្រព័ន្ធ បែប នេះ,ប៉ុន្ត /ព្រព័ន្ធ លប ន
00300,ប៉ះពាល់ដល់បរិស្ថានសង្គម,ប៉ះពាល់ដល់បរិស្ថានសង្គម,ប័ះយាល់នល់បរិស្មានសង្លម
00301,មិត្តភេទ,មិត្តភេទ,មិន្តឆទ
00302,ខ្លះ។នៅលើកញ្ចក់,ខ្លះ។នៅលើកញ្ចក់,ខ្លះ។នៅលើកញ្ចក់
00303,បង្ហូរ,បង្ហូរ,បុរ
00304,គេរៀបចំខ្លួនតាម,គេរៀបចំខ្លួនតាម,គល្យៗចំន្លួនគាម
00305,ហឺប,ហឺប,77
00306,ប្រយោជន៍ដូច,ប្រយោជន៍ដូច,(ព្រយោជន័នុប
00307,ប្រលោមលោក,ប្រលោមលោក,(ពលោមលោ»
00308,ដល់ សង្គមជាតិ មាន ន័យ ថា,ដល់ សង្គមជាតិ មាន ន័យ ថា,ដល សង្គមជាតិ មាន ន័យ ថា
00309,ចូររៀបរាប់,ចូររៀបរាប់,ច្នូររៀបរាប័
00310,សេចក្តីថ្លែងការអោយបាន,សេចក្តីថ្លែងការអោយបាន,លចន្តី4ខ្លវការណយប៉ា&
00311,ផែនការគ្រួសារគឺ,ផែនការគ្រួសារគឺ,សនការគ្រ្រសាះគ
00312,កៅឡាក់,កៅឡាក់,កៅនាក៍
00313,ពលបាលត្រី,ពលបាលត្រី,ពលម្មាលវត្រី
00314,ពោរ,ពោរ,ពោ
00315,អ្នកក៏ដោយគេមាន,អ្នកក៏ដោយគេមាន,ន្ហកកំ(ដាយ(កមាន
00316,គរុវិជ្ជា,គរុវិជ្ជា,គរុវិជ្ជា
00317,ជញ្ជួច,ជញ្ជួច,ដូច
